patent_number,publication_date,application_number,filing_date,invention_title,abstract,claims,inventors,assignee,cpc_classification
12560014,20260224,18710562,20211206,Control arm for movable furniture parts,A control arm includes a first and a second arm section pivotably connected to each other. A control part is coupled to the first arm section and includes a control surface. A thrust piece is mounted on the second arm section and includes a counter control surface. At least one spring element biases the thrust piece relative to the control piece. The arm sections are pivoted relative to one another and the relative movement between the control part and the thrust piece is a rolling movement.,"1. A control arm for a movable furniture part of a piece of furniture, comprising:
a first arm section and a second arm section pivotably connected to each other, one of the arm sections being configured to be coupled to the movable furniture part and the other of the arm sections being configured to be coupled to a fixed furniture part of the piece of furniture;
a control piece coupled to the first arm section in an articulated manner, the control piece including a control surface:
a thrust piece mounted on the second arm section and including a counter control surface in contact with the control surface;
at least one spring element biasing the thrust piece relative to the control piece; and
wherein when the first and second arm sections are pivoted relative to each other between a closed position and an open position a relative movement between the control piece and the thrust piece is a rolling movement.
2. The control arm of claim 1, wherein:
the arm section configured to be coupled to the piece of furniture includes a control arm bearing for pivotable coupling to the piece of furniture; and/or
the arm section configured to be coupled to the movable furniture part includes a flap bearing for pivotable coupling to the movable furniture part.
3. The control arm of claim 1, wherein:
the control surface and/or the counter control surface is convexly curved at least in part.
4. The control arm of claim 1, wherein:
when the arm sections pivot relative to one another a position of an instant center of the relative movement between the control piece and the thrust piece shifts along the control surface and/or the counter control surface.
5. The control arm of claim 1, wherein:
the control surface of the control piece includes a toothing and the counter control surface of the thrust piece includes a counter toothing such that during the rolling movement between the control piece and the thrust piece the toothing engages with the counter toothing to form a positive-locking connection.
6. The control arm of claim 1, wherein:
in the closed position a force exerted by the at least one spring element on the thrust piece is lower than a maximum force exerted by the at least one spring element on the thrust piece during pivoting of the arm sections relative to each other.
7. The control arm of claim 1, wherein:
the control surface of the control piece and/or the counter control surface of the thrust piece include one or more detent positions.
8. The control arm of claim 1, wherein:
a line of force exerted by the thrust piece on the control piece and a line of force exerted by the first arm section on the control piece are substantially collinear.
9. The control arm of claim 1, wherein:
the second arm section includes two housing halves forming a housing including a receiving space.
10. The control arm of claim 9, wherein:
the housing includes at least one housing wall including a guide groove; and
the control piece includes at least one guide projection guided in the at least one guide groove.
11. The control arm of claim 9, wherein:
the spring element is received in the receiving space of the housing and the spring element is supported in an end region of the housing.
12. The control arm of claim 9, wherein:
the housing includes at least one housing wall including a curved guide region; and
the thrust piece includes at least one curved guide surface, the thrust piece being guided by the at least one curved guide surface engaging the at least one curved guide region.
13. The control arm of claim 1, wherein:
the first arm section includes a stop surface and a contact surface;
the control piece includes a stop and a counter contact surface;
in the open position the stop surface is supported relative to the stop; and
in the closed position the contact surface is supported relative to the counter contact surface.
14. The control arm of claim 1, wherein:
the first arm section includes a control lever; and
the control piece is coupled to the control lever in an articulated manner.
15. The control arm of claim 1, further comprising:
a spring bearing supporting the at least one spring element; and
a preloading element cooperating with the spring bearing to form an adjusting mechanism, a position of the preloading element being adjustable relative to the spring bearing to adjust a preloading of the spring element.",Artur Hirtsiefer; Nurettin Güzeltepe; Izzet Yarar,Samet Kalip Ve Madeni Esya San Ve Tic. A.S.,E05F 1/1058; E05F 1/14; E05Y 2201/474; E05Y 2201/626; E05Y 2800/268; E05Y 2900/20
